id,pagina_carta,categoria_carta,bodega,nombre_completo_visible,precio_texto_original,precio,moneda,estado_lectura,notas_validacion
VIN-471,9,Otronia,Otronia,Otronia Lagunar Orgánico caja Torrontés/Naranjo/Tardio,$147.400,147400,ARS,OK,Último con salto de línea $147.40 + 0
VIN-472,9,Penedo Borges,Penedo Borges,Penedo Borges Cepas Malbec Rosé,$10.000,10000,ARS,OK,
VIN-473,9,Penedo Borges,Penedo Borges,Penedo Borges Cosecha Tardía Malbec,$13.500,13500,ARS,OK,
VIN-474,9,Penedo Borges,Penedo Borges,Penedo Borges Selección de Parcelas Cabernet Sauvignon,$36.000,36000,ARS,OK,
VIN-475,9,Penedo Borges,Penedo Borges,Penedo Borges Selección de Parcelas Chardonnay,$36.000,36000,ARS,OK,
VIN-476,9,Penedo Borges,Penedo Borges,Penedo Borges Penedo Blend Icono Malbec,$55.000,55000,ARS,OK,
VIN-477,9,Penedo Borges,Penedo Borges,Penedo Borges Microvinificación Cabernet Franc,$100.000,100000,ARS,OK,Precio $100.00 + 0 unificado
VIN-478,9,Penedo Borges,Penedo Borges,Penedo Borges Microvinificación Petit Verdot,$100.000,100000,ARS,OK,Precio $100.00 + 0 unificado
VIN-479,9,Perdona y Olvida,Perdona y Olvida,Perdona y Olvida Oranje County,$9.600,9600,ARS,OK,
VIN-480,9,Perdona y Olvida,Perdona y Olvida,Perdona y Olvida Ancellotta,$9.600,9600,ARS,OK,
VIN-481,9,Piatelli,Piatelli,Piatelli reserve malbec lujan de cuyo,$18.200,18200,ARS,OK,
VIN-482,9,Piatelli,Piatelli,Piatelli Reserva malbec/tannat cafayate,$18.200,18200,ARS,OK,
VIN-483,9,Piatelli,Piatelli,Arlene Blend,$74.000,74000,ARS,OK,
VIN-484,9,Piatelli,Piatelli,Piatelli Trinità blend,$74.000,74000,ARS,OK,
VIN-485,9,Pulenta,Pulenta,Pulenta Gran Merlot,$88.000,88000,ARS,OK,
VIN-486,9,Pulenta,Pulenta,Pulenta Gran Cabernet Sauvignon,$88.000,88000,ARS,OK,
VIN-487,9,Pulenta,Pulenta,Pulenta Gran Cabernet Franc,$88.000,88000,ARS,OK,
VIN-488,9,Pulenta,Pulenta,Pulenta Gran Malbec,$88.000,88000,ARS,OK,
VIN-489,9,Pulenta,Pulenta,Pulenta Gran Corte,$103.000,103000,ARS,OK,Último $103.00 + 0 unificado
VIN-490,10,Relator Wines,Relator Wines,El Relator Malbec,$13.700,13700,ARS,OK,
VIN-491,10,Relator Wines,Relator Wines,El Relator Cabernet Franc,$13.700,13700,ARS,OK,
VIN-492,10,Relator Wines,Relator Wines,El Relator Extra Brut,$13.700,13700,ARS,OK,
VIN-493,10,Relator Wines,Relator Wines,El Relator Nature Pinot Noir Champenoise,$18.200,18200,ARS,OK,
VIN-494,10,Renacer,Renacer,Renacer Malbec,$52.400,52400,ARS,OK,
VIN-495,10,Renacer,Renacer,Renacer Cabernet Franc,$52.400,52400,ARS,OK,
VIN-496,10,Ribera Del Cuarzo,Ribera Del Cuarzo,Araucana Azul Malbec,$118.000,118000,ARS,OK,
VIN-497,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Kung Fu Malbec,$28.800,28800,ARS,OK,
VIN-498,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Kung Fu Pet Nat,$28.800,28800,ARS,OK,
VIN-499,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Kung Fu Orange,$28.800,28800,ARS,OK,
VIN-500,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Malbec Gualtallary suelos calcareos,$25.200,25200,ARS,OK,
VIN-501,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Viñedos de Montaña Cabernet Franc,$53.500,53500,ARS,OK,
VIN-502,10,Riccitelli Wines,Riccitelli Wines,Riccitelli República del Malbec,$65.700,65700,ARS,OK,
VIN-503,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Old Vines From Patagonia Torrontés,$65.700,65700,ARS,OK,
VIN-504,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Viña Extrema Los Chacayes Malbec,$82.500,82500,ARS,OK,
VIN-505,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Chacayes Matias Cabernet Franc,$54.900,54900,ARS,OK,
VIN-506,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Viña Extrema La Carrera Sauvignon Blanc,$71.400,71400,ARS,OK,
VIN-507,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Old Vines From Patagonia Semillón,$92.700,92700,ARS,OK,
VIN-508,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Old Vines From Patagonia Bastardo,$92.700,92700,ARS,OK,
VIN-509,10,Riccitelli Wines,Riccitelli Wines,Riccitelli Old Vines From Patagonia Malbec,$65.700,65700,ARS,OK,
VIN-510,10,Riccitelli Wines,Riccitelli Wines,Riccitelli & Father Blend,$92.700,92700,ARS,OK,
VIN-511,10,Rutini Wines,Rutini Wines,Rutini Trumpeter Rosé reserve,$17.400,17400,ARS,OK,
VIN-512,10,Rutini Wines,Rutini Wines,Rutini Sauvignon Blanc,$19.400,19400,ARS,OK,
VIN-513,10,Rutini Wines,Rutini Wines,Rutini Chardonnay,$26.400,26400,ARS,OK,
VIN-514,10,Rutini Wines,Rutini Wines,Rutini Malbec,$33.700,33700,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-515,10,Rutini Wines,Rutini Wines,Rutini Gewurztraminer,$38.000,38000,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-516,10,Rutini Wines,Rutini Wines,Rutini Riesling,$38.000,38000,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-517,10,Rutini Wines,Rutini Wines,Rutini Pinot Noir,$39.600,39600,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-518,10,Rutini Wines,Rutini Wines,Rutini Brut Nature,$43.200,43200,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-519,10,Rutini Wines,Rutini Wines,Rutini Rose de Malbec,$42.900,42900,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-520,10,Rutini Wines,Rutini Wines,Rutini SV Gualtallary Cabernet Franc,$55.800,55800,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-521,10,Rutini Wines,Rutini Wines,Rutini Antologia 38,$57.500,57500,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-522,10,Rutini Wines,Rutini Wines,Rutini SV Altamira Malbec,$55.800,55800,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-523,10,Rutini Wines,Rutini Wines,Rutini Encuentro Barrel Blend,$49.500,49500,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-524,10,Rutini Wines,Rutini Wines,Rutini Apartado Gran Malbec,$108.600,108600,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-525,10,Rutini Wines,Rutini Wines,Rutini Apartado Gran Blend,$108.600,108600,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-526,10,Rutini Wines,Rutini Wines,Rutini Apartado Gran Chardonnay,$108.600,108600,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-527,10,Rutini Wines,Rutini Wines,Rutini Felipe Rutini Blend,$495.000,495000,ARS,OK,Precio con salto de línea unificado (ej $33.70 +0)
VIN-528,11,Salentein,Salentein,Salentein Brut Nature,$16.300,16300,ARS,OK,
VIN-529,11,Salentein,Salentein,Salentein Reserva Malbec,$16.300,16300,ARS,OK,
VIN-530,11,Salentein,Salentein,Pyros Appellation Syrah,$16.700,16700,ARS,OK,
VIN-531,11,Salentein,Salentein,Salentein Numina Petit Verdot,$22.300,22300,ARS,OK,
VIN-532,11,Salentein,Salentein,Pyros SV Malbec,$30.700,30700,ARS,OK,
VIN-533,11,Salentein,Salentein,Salentein Numina Gran Corte,$31.300,31300,ARS,OK,
VIN-534,11,Salentein,Salentein,Salentein Primus Chardonnay,$45.600,45600,ARS,OK,
VIN-535,11,Salentein,Salentein,Pyros Special Blend,$44.200,44200,ARS,OK,
VIN-536,11,Salentein,Salentein,Salentein SV Malbec Los Cerezos Gualtallary,$54.100,54100,ARS,OK,
VIN-537,11,Salentein,Salentein,Salentein Primus Pinot Noir,$79.800,79800,ARS,OK,
VIN-538,11,Salentein,Salentein,Salentein Primus Malbec,$79.800,79800,ARS,OK,
VIN-539,11,Salentein,Salentein,Salentein SV Chardonnay San Pablo Las Secuoyas,$101.100,101100,ARS,OK,
VIN-540,11,San Pedro de Yacochuya,San Pedro de Yacochuya,San Pedro de Yacochuya San Pedro Torrontés,$12.500,12500,ARS,OK,
VIN-541,11,San Pedro de Yacochuya,San Pedro de Yacochuya,San Pedro de Yacochuya Blend,$23.500,23500,ARS,OK,
VIN-542,11,San Pedro de Yacochuya,San Pedro de Yacochuya,San Pedro de Yacochuya Yacochuya Malbec,$64.500,64500,ARS,OK,
VIN-543,11,Sarapura,Sarapura,Sarapura Malbec de Malbecs,$17.500,17500,ARS,OK,
VIN-544,11,Sarapura,Sarapura,Sarapura Franc de Francs,$17.500,17500,ARS,OK,
VIN-545,11,Sarapura,Sarapura,Sarapura Blanco de Blancas - Sauv Blanc Chardonnay Semillon,$17.500,17500,ARS,OK,
VIN-546,11,Sarapura,Sarapura,Sarapura Tinto de Tintas - Tannat Bonarda,$17.500,17500,ARS,OK,
VIN-547,11,Sarapura,Sarapura,Sarapura Tinto de Tintas - Syrah Petit Verdot,$17.500,17500,ARS,OK,
VIN-548,11,Septima,Septima,Septima obra cabernet sauvignon,$14.800,14800,ARS,OK,
VIN-549,11,Septima,Septima,Septima Confiado Anfora Malbec,$15.400,15400,ARS,OK,
VIN-550,11,Septima,Septima,Septima Tierra Gualtallary,$18.000,18000,ARS,OK,
VIN-551,11,Septima,Septima,Septima Gran reserva blend,$32.200,32200,ARS,OK,
VIN-552,11,Septima,Septima,Septima 10 barricas Malbec,$48.800,48800,ARS,OK,
VIN-553,11,Septima,Septima,Septima 10 barricas Cabernet Franc,$48.800,48800,ARS,OK,
VIN-554,11,Septima,Septima,Septima 10 barricas Tannat,$48.800,48800,ARS,OK,
VIN-555,11,Siesta,Siesta,Siesta Cabernet Sauvignon Biodinámico,$32.500,32500,ARS,OK,
VIN-556,11,Siesta,Siesta,Siesta Malbec Biodinámico,$39.000,39000,ARS,OK,Precio con salto $39.00+0 unificado
VIN-557,11,Siesta,Siesta,Siesta Cabernet Franc Biodinámico,$47.000,47000,ARS,OK,Precio con salto $39.00+0 unificado
VIN-558,11,Sin Reglas,Sin Reglas,Mil Demonios Lucifer Assamblage,$48.300,48300,ARS,OK,Precio $48.30+0 unificado
VIN-559,11,Sottano,Sottano,Barrabás by Judas,$52.000,52000,ARS,OK,Precio con salto unificado
VIN-560,11,Sottano,Sottano,Judas Malbec,$105.700,105700,ARS,OK,Precio con salto unificado
VIN-561,11,Sottano,Sottano,Judas Blend,$124.700,124700,ARS,OK,Precio con salto unificado
VIN-562,11,Sottano,Sottano,Sottano Piel de Judas Blend,$153.600,153600,ARS,OK,Precio con salto unificado
VIN-563,11,Sottano,Sottano,Sottano Beso de Judas Blend,$153.600,153600,ARS,OK,Precio con salto unificado
VIN-564,12,Sposato Vineyards,Sposato Vineyards,Grand Rve Petit Verdot,$45.800,45800,ARS,OK,
VIN-565,12,Sposato Vineyards,Sposato Vineyards,Sabia Savia,$106.900,106900,ARS,OK,
VIN-566,12,Susana Balbo,Susana Balbo,Susana Balbo Signature Torrontés,$29.900,29900,ARS,OK,
VIN-567,12,Susana Balbo,Susana Balbo,Susana Balbo Signature Rosé,$38.900,38900,ARS,OK,
VIN-568,12,Susana Balbo,Susana Balbo,Susana Balbo Signature White Blend,$38.900,38900,ARS,OK,
VIN-569,12,Susana Balbo,Susana Balbo,Susana Balbo Brioso Blend,$45.900,45900,ARS,OK,
VIN-570,12,Susana Balbo,Susana Balbo,Susana Balbo Nosotros Malbec,$160.900,160900,ARS,OK,
VIN-571,12,Susana Balbo,Susana Balbo,Susana Balbo Nosotros Corcel Malbec,$178.900,178900,ARS,OK,
VIN-572,12,Tapiz,Tapiz,Wapisa Pinot Noir,$18.000,18000,ARS,OK,
VIN-573,12,Tapiz,Tapiz,Black Tears,$70.500,70500,ARS,OK,
VIN-574,12,Tapiz,Tapiz,Retrato por Jean Claude Blend,$105.700,105700,ARS,OK,
VIN-575,12,Tapiz,Tapiz,Notas Jean Claude,$184.500,184500,ARS,OK,
VIN-576,12,TEHO,TEHO,TEHO Floralia Blanco Sauvignon Blanc,$23.700,23700,ARS,OK,
VIN-577,12,TEHO,TEHO,TEHO Floralia Rose Pinot Noir,$23.700,23700,ARS,OK,
VIN-578,12,TEHO,TEHO,TEHO Floralia Tinto Bonarda-Syrah,$23.700,23700,ARS,OK,
VIN-579,12,TEHO,TEHO,TEHO Semillon,$31.700,31700,ARS,OK,
VIN-580,12,TEHO,TEHO,TEHO El Corte,$35.100,35100,ARS,OK,
VIN-581,12,TEHO,TEHO,TEHO Malbec,$40.100,40100,ARS,OK,
VIN-582,12,TEHO,TEHO,TEHO Grand Cru Les Paquerettes Malbec,$66.500,66500,ARS,OK,
VIN-583,12,TEHO,TEHO,TEHO Grand Cru Les Velorus Malbec,$66.500,66500,ARS,OK,
VIN-584,12,TEHO,TEHO,TEHO Grand Cru Les Calliux Malbec,$66.500,66500,ARS,OK,
VIN-585,12,Tikal,Tikal,Amorio,$33.000,33000,ARS,OK,
VIN-586,12,Tikal,Tikal,Natural,$35.000,35000,ARS,OK,
VIN-587,12,Tikal,Tikal,Júbilo,$39.000,39000,ARS,OK,
VIN-588,12,Trapiche,Trapiche,Trapiche Perfiles Grava Cabernet Sauvignon,$20.500,20500,ARS,OK,
VIN-589,12,Trapiche,Trapiche,Trapiche Perfiles Calcáreo Malbec,$20.500,20500,ARS,OK,
VIN-590,12,Trapiche,Trapiche,Costa y Pampa Riesling,$26.500,26500,ARS,OK,
VIN-591,12,Trapiche,Trapiche,Costa y Pampa Albariño,$26.500,26500,ARS,OK,
VIN-592,12,Trapiche,Trapiche,Trapiche Terroir Series Coletto,$70.500,70500,ARS,OK,
VIN-593,12,Trapiche,Trapiche,Trapiche Terroir Series Orellana,$70.500,70500,ARS,OK,
VIN-594,12,Trapiche,Trapiche,Trapiche Iscay Syrah-Viognier,$100.700,100700,ARS,OK,
VIN-595,12,Trapiche,Trapiche,Trapiche Iscay Malbec-Cab Franc,$100.700,100700,ARS,OK,
VIN-596,12,Traslapiedra,Traslapiedra,Traslapiedra Pinot Noir,$8.300,8300,ARS,OK,
VIN-597,12,Traslapiedra,Traslapiedra,Traslapiedra Tinto,$8.300,8300,ARS,OK,
VIN-598,12,Traslapiedra,Traslapiedra,Traslapiedra Malbec,$8.300,8300,ARS,OK,
VIN-599,12,TRES 14,TRES 14,Tres 14 Malbec,$50.500,50500,ARS,OK,
VIN-600,12,TRES 14,TRES 14,Tres 14 Irracional,$54.900,54900,ARS,OK,
VIN-601,12,TRES 14,TRES 14,Tres 14 Imperfecto,$71.400,71400,ARS,OK,
VIN-602,12,Trivento,Trivento,Trivento Reserva White Malbec,$8.970,8970,ARS,OK,
VIN-603,12,Trivento,Trivento,Trivento Golden Reserve Cabernet Franc,$19.810,19810,ARS,OK,
VIN-604,12,Trivento,Trivento,Trivento Cono Sur Rva Especial Carmenere,$24.600,24600,ARS,OK,
VIN-605,12,Trivento,Trivento,Trivento Cono Sur Rva Especial Sauvignon Blanc,$24.600,24600,ARS,OK,
VIN-606,12,Trivento,Trivento,Trivento Terrunyo Malbec,$44.700,44700,ARS,OK,
VIN-607,12,Trivento,Trivento,Eolo Malbec,$122.320,122320,ARS,OK,
VIN-608,12,Trivento,Trivento,Trivento Don Melchor 2020,$322.000,322000,ARS,OK,
VIN-609,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,La Cayetana Pedro Ximenez,$21.000,21000,ARS,OK,
VIN-610,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,Ver Sacrum Monastrell,$26.000,26000,ARS,OK,
VIN-611,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,Ver Sacrum GSM,$26.000,26000,ARS,OK,
VIN-612,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,Ver Sacrum Geisha Dragón del Desierto Blend de Blancas,$30.000,30000,ARS,OK,
VIN-613,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,Ver Sacrum Garnacha,$29.000,29000,ARS,OK,
VIN-614,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,La Cayetena Syrah,$27.000,27000,ARS,OK,
VIN-615,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,La Cayetena Pinot noir,$27.000,27000,ARS,OK,
VIN-616,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,Ver Sacrum Doña Mencia de los Andes Mencia,$46.600,46600,ARS,OK,
VIN-617,12,Ver Sacrum/La Cayetana,Ver Sacrum/La Cayetana,Ver Sacrum La Dama del Abrigo Rojo Nebbiolo,$60.000,60000,ARS,OK,
VIN-618,12,Vinyes Ocults,Vinyes Ocults,Vinyes Ocults Dulce Natural,$10.400,10400,ARS,OK,
VIN-619,12,Vinyes Ocults,Vinyes Ocults,Vinyes Ocults Viognier,$11.000,11000,ARS,OK,
VIN-620,12,Vinyes Ocults,Vinyes Ocults,Vinyes Ocults Maceración Carbónica,$12.600,12600,ARS,OK,
VIN-621,12,Vinyes Ocults,Vinyes Ocults,Vinyes Ocults Extra Brut,$13.600,13600,ARS,OK,
VIN-622,12,Vinyes Ocults,Vinyes Ocults,Vinyes Ocults Nat Charmat,$16.200,16200,ARS,OK,
VIN-623,12,Vinyes Ocults,Vinyes Ocults,Vinyes Ocults Gran Malbec,$46.400,46400,ARS,OK,
VIN-624,12,Viña Cobos,Viña Cobos,Felino Malbec,$31.100,31100,ARS,OK,
VIN-625,12,Viña Cobos,Viña Cobos,Felino Cabernet Sauvignon,$31.100,31100,ARS,OK,
VIN-626,12,Viña Cobos,Viña Cobos,Felino Red blend,$31.100,31100,ARS,OK,
VIN-627,12,Viña Cobos,Viña Cobos,Felino chardonnay,$31.100,31100,ARS,OK,
VIN-628,12,Viña Cobos,Viña Cobos,Cocodrilo Blend,$51.500,51500,ARS,OK,
VIN-629,12,Viña Cobos,Viña Cobos,Bramare App Valle de Uco Chardonnay,$57.500,57500,ARS,OK,
VIN-630,12,Viña Cobos,Viña Cobos,Bramare App Luján de Cuyo Malbec,$69.500,69500,ARS,OK,
VIN-631,12,Viña Cobos,Viña Cobos,Bramare App Valle de Uco Pinot,$69.500,69500,ARS,OK,
VIN-632,12,Viña Cobos,Viña Cobos,Bramare App Luján de Cuyo Cabernet Sauvignon,$69.500,69500,ARS,OK,
VIN-633,12,Viña Cobos,Viña Cobos,Bramare App Valle de Uco Malbec,$69.500,69500,ARS,OK,
VIN-634,12,Viña Cobos,Viña Cobos,Vínculum Chardonnay,$81.500,81500,ARS,OK,
VIN-635,12,Viña Cobos,Viña Cobos,Vínculum Malbec,$103.100,103100,ARS,OK,
VIN-636,12,Viña Cobos,Viña Cobos,Viña Cobos vineyard designated Zingaretti estate malbec,$200.300,200300,ARS,OK,
VIN-637,12,Viña Cobos,Viña Cobos,Viña Cobos vineyard designated Zingaretti estate cabernet sauvignon,$200.300,200300,ARS,OK,
VIN-638,12,Viña Cobos,Viña Cobos,Viña Cobos vineyard designated Chañares estate cabernet franc,$200.300,200300,ARS,OK,
VIN-639,12,Viña Cobos,Viña Cobos,Viña Cobos vineyard designated Marchiori estate cabernet sauvignon,$200.300,200300,ARS,OK,
VIN-640,13,Vistalba,Vistalba,Vistalba Corte C Blend,$13.400,13400,ARS,OK,
VIN-641,13,Vistalba,Vistalba,Vistalba Progenie Extra Brut Rosé,$14.200,14200,ARS,OK,
VIN-642,13,Vistalba,Vistalba,Vistalba Corte B Blend,$35.400,35400,ARS,OK,
VIN-643,13,Vistalba,Vistalba,Vistalba Corte A Blend,$93.300,93300,ARS,OK,
VIN-644,13,Weinert,Weinert,Montfleury Rva rosado de pinot,$18.900,18900,ARS,OK,
VIN-645,13,Weinert,Weinert,Malbec,$35.600,35600,ARS,OK,
VIN-646,13,Weinert,Weinert,Cabernet Sauvignon,$35.600,35600,ARS,OK,
VIN-647,13,Weinert,Weinert,Merlot,$35.600,35600,ARS,OK,
VIN-648,13,Weinert,Weinert,Cavas,$87.500,87500,ARS,OK,
VIN-649,13,Weinert,Weinert,PEDRO DEL CASTILLO WHITE BLEND,$4.500,4500,ARS,OK,
VIN-650,13,Weinert,Weinert,PEDRO DEL CASTILLO RED BLEND,$4.500,4500,ARS,OK,
VIN-651,13,Weinert,Weinert,PEDRO DEL CASTILLO MALBEC,$4.500,4500,ARS,OK,
VIN-652,13,Weinert,Weinert,PEDRO DEL CASTILLO ROSE,$4.500,4500,ARS,OK,
VIN-653,13,ZAHA,ZAHA,ZAHA FLORA Rosé de Pinot Noir,$17.800,17800,ARS,OK,
VIN-654,13,ZAHA,ZAHA,ZAHA Chardonnay,$23.700,23700,ARS,OK,
VIN-655,13,ZAHA,ZAHA,ZAHA Marsanne,$23.700,23700,ARS,OK,
VIN-656,13,ZAHA,ZAHA,ZAHA Semillón,$23.700,23700,ARS,OK,
VIN-657,13,ZAHA,ZAHA,ZAHA El Corte,$23.700,23700,ARS,OK,
VIN-658,13,ZAHA,ZAHA,ZAHA FLORA Naranjo,$26.400,26400,ARS,OK,
VIN-659,13,ZAHA,ZAHA,ZAHA Malbec,$28.300,28300,ARS,OK,
VIN-660,13,ZAHA,ZAHA,ZAHA Cabernet Franc,$28.300,28300,ARS,OK,
VIN-661,13,ZAHA,ZAHA,ZAHA Cabernet Sauvignon,$28.300,28300,ARS,OK,
